Question | Wrong Answer | Expected AnswerWhat is the biggest opportunity in CONNECTICUT? | The biggest opportunity in OR. | The biggest opportunity in CT.
What is the biggest opportunity in LOUISIANA? | The biggest opportunity in IL. | The biggest opportunity in LA.
What is the biggest opportunity in WYOMING? | The sales opportunities in WOMENS in WY. | The biggest opportunity in WY.
What are the sales opportunities in OTHER in CONNECTICUT? | The sales opportunities in OTHER in IN. | The sales opportunities in OTHER in CT.
What are the sales opportunities in OTHER in LOUISIANA? | The sales opportunities in OTHER in IL. | The sales opportunities in OTHER in LA.
What are the sales opportunities in MENS in CONNECTICUT? | The sales opportunities in MENS in IN. | The sales opportunities in MENS in CT.
What are the sales opportunities in MENS in NEW HAMPSHIRE? | The sales opportunities in MENS in NJ. | The sales opportunities in MENS in NH.
What are the sales opportunities in MEN in AL? | The sales opportunities in WOMENS in AL. | The sales opportunities in MENS in AL.
What are the sales opportunities in MEN in AZ? | The sales opportunities in WOMENS in AZ. | The sales opportunities in MENS in AZ.
What are the sales opportunities in MEN in CA? | The sales opportunities in WOMENS in CA. | The sales opportunities in MENS in CA.
What are the sales opportunities in MEN in CT? | The sales opportunities in WOMENS in CT. | The sales opportunities in MENS in CT.
What are the sales opportunities in MEN in GA? | The sales opportunities in WOMENS in GA. | The sales opportunities in MENS in GA.
What are the sales opportunities in MEN in IL? | The sales opportunities in WOMENS in IL. | The sales opportunities in MENS in IL.
What are the sales opportunities in MEN in IN? | The sales opportunities in WOMENS in IN. | The sales opportunities in MENS in IN.
What are the sales opportunities in MEN in LA? | The sales opportunities in WOMENS in LA. | The sales opportunities in MENS in LA.
What are the sales opportunities in MEN in MI? | The sales opportunities in WOMENS in MI. | The sales opportunities in MENS in MI.
What are the sales opportunities in MEN in NH? | The sales opportunities in WOMENS in NH. | The sales opportunities in MENS in NH.
What are the sales opportunities in MEN in NJ? | The sales opportunities in WOMENS in NJ. | The sales opportunities in MENS in NJ.
What are the sales opportunities in MEN in OR? | The sales opportunities in WOMENS in OR. | The sales opportunities in MENS in OR.
What are the sales opportunities in MEN in PA? | The sales opportunities in WOMENS in PA. | The sales opportunities in MENS in PA.
What are the sales opportunities in MEN in TN? | The sales opportunities in WOMENS in TN. | The sales opportunities in MENS in TN.
What are the sales opportunities in MEN in TX? | The sales opportunities in WOMENS in TX. | The sales opportunities in MENS in TX.
What are the sales opportunities in MEN in WA? | The sales opportunities in WOMENS in WA. | The sales opportunities in MENS in WA.
What are the sales opportunities in MEN in WV? | The sales opportunities in WOMENS in WV. | The sales opportunities in MENS in WV.
What are the sales opportunities in MEN in WY? | The sales opportunities in WOMENS in WY. | The sales opportunities in MENS in WY.
What are the sales opportunities in MEN in ALABAMA? | The sales opportunities in WOMENS in AL. | The sales opportunities in MENS in AL.
What are the sales opportunities in MEN in ARIZONA? | The sales opportunities in WOMENS in AZ. | The sales opportunities in MENS in AZ.
What are the sales opportunities in MEN in CALIFORNIA? | The sales opportunities in WOMENS in CA. | The sales opportunities in MENS in CA.
What are the sales opportunities in MEN in CONNECTICUT? | The sales opportunities in WOMENS in MI. | The sales opportunities in MENS in CT.
What are the sales opportunities in MEN in GEORGIA? | The sales opportunities in WOMENS in GA. | The sales opportunities in MENS in GA.
What are the sales opportunities in MEN in ILLINOIS? | The sales opportunities in WOMENS in IL. | The sales opportunities in MENS in IL.
What are the sales opportunities in MEN in INDIANA? | The sales opportunities in WOMENS in MI. | The sales opportunities in MENS in IN.
What are the sales opportunities in MEN in LOUISIANA? | The sales opportunities in WOMENS in IL. | The sales opportunities in MENS in LA.
What are the sales opportunities in MEN in MICHIGAN? | The sales opportunities in WOMENS in MI. | The sales opportunities in MENS in MI.
What are the sales opportunities in MEN in NEW HAMPSHIRE? | The sales opportunities in WOMENS in NH. | The sales opportunities in MENS in NH.
What are the sales opportunities in MEN in NEW JERSEY? | The sales opportunities in WOMENS in NJ. | The sales opportunities in MENS in NJ.
What are the sales opportunities in MEN in OREGON? | The sales opportunities in WOMENS in OR. | The sales opportunities in MENS in OR.
What are the sales opportunities in MEN in PENNSYLVANIA? | The sales opportunities in WOMENS in PA. | The sales opportunities in MENS in PA.
What are the sales opportunities in MEN in TENNESSEE? | The sales opportunities in WOMENS in TN. | The sales opportunities in MENS in TN.
What are the sales opportunities in MEN in TEXAS? | The sales opportunities in WOMENS in TX. | The sales opportunities in MENS in TX.
What are the sales opportunities in MEN in WASHINGTON? | The sales opportunities in WOMENS in WA. | The sales opportunities in MENS in WA.
What are the sales opportunities in MEN in WEST VIRGINIA? | The sales opportunities in WOMENS in WV. | The sales opportunities in MENS in WV.
What are the sales opportunities in MEN in WYOMING? | The sales opportunities in WOMENS in WY. | The sales opportunities in MENS in WY.
What are the sales opportunities in WOMENS in LOUISIANA? | The sales opportunities in WOMENS in IL. | The sales opportunities in WOMENS in LA.
What are the sales opportunities in WOMEN in CONNECTICUT? | The sales opportunities in WOMENS in IN. | The sales opportunities in WOMENS in CT.
What are the sales opportunities in WOMEN in LOUISIANA? | The sales opportunities in WOMENS in IL. | The sales opportunities in WOMENS in LA.
What are the sales opportunities in JUNIORS in NEW HAMPSHIRE? | The sales opportunities in JUNIORS in NJ. | The sales opportunities in JUNIORS in NH.
What are the sales opportunities in JUNIOR in AL? | The sales opportunities in OTHER in AL. | The sales opportunities in JUNIORS in AL.
What are the sales opportunities in JUNIOR in GA? | The sales opportunities in OTHER in GA. | The sales opportunities in JUNIORS in GA.
What are the sales opportunities in JUNIOR in OR? | The sales opportunities in OTHER in OR. | The sales opportunities in JUNIORS in OR.
What are the sales opportunities in JUNIOR in ALABAMA? | The sales opportunities in OTHER in AL. | The sales opportunities in JUNIORS in AL.
What are the sales opportunities in JUNIOR in ILLINOIS? | The sales opportunities in OTHER in IL. | The sales opportunities in JUNIORS in IL.
What are the sales opportunities in JUNIOR in NEW HAMPSHIRE? | The sales opportunities in JUNIORS in NJ. | The sales opportunities in JUNIORS in NH.
What are the sales opportunities in JUNIOR in OREGON? | The sales opportunities in OTHER in OR. | The sales opportunities in JUNIORS in OR.
What are the sales opportunities in CHILDRENS in CONNECTICUT? | The sales opportunities in CHILDRENS in IN. | The sales opportunities in CHILDRENS in CT.
What are the sales opportunities in CHILDRENS in LOUISIANA? | The sales opportunities in CHILDRENS in IL. | The sales opportunities in CHILDRENS in LA.
What are the sales opportunities in CHILDREN in CONNECTICUT? | The sales opportunities in CHILDRENS in IN. | The sales opportunities in CHILDRENS in CT.
What are the sales opportunities in CHILDREN in LOUISIANA? | The sales opportunities in CHILDRENS in IL. | The sales opportunities in CHILDRENS in LA.
What are the sales opportunities in COSMETICS in CONNECTICUT? | The sales opportunities in COSMETICS in IN. | The sales opportunities in COSMETICS in CT.
What are the sales opportunities in COSMETICS in NEW HAMPSHIRE? | The sales opportunities in COSMETICS in NJ. | The sales opportunities in COSMETICS in NH.
What are the sales opportunities in COSMETIC in CONNECTICUT? | The sales opportunities in COSMETICS in IN. | The sales opportunities in COSMETICS in CT.
What are the sales opportunities in COSMETIC in NEW HAMPSHIRE? | The sales opportunities in COSMETICS in NJ. | The sales opportunities in COSMETICS in NH.
What are the sales opportunities in ACCESSORIES in CONNECTICUT? | The sales opportunities in ACCESSORIES in OR. | The sales opportunities in ACCESSORIES in CT.
What are the sales opportunities in SHOES in LOUISIANA? | The sales opportunities in SHOES in IL. | The sales opportunities in SHOES in LA.
What are the sales opportunities in SHOE in LOUISIANA? | The sales opportunities in SHOES in IL. | The sales opportunities in SHOES in LA.
What are the sales opportunities in SHOE in NEW HAMPSHIRE? | The sales opportunities in SHOES in NJ. | The sales opportunities in SHOES in NH.
What are the sales opportunities in HOME in WYOMING? | The sales opportunities in HOME in WV. | The sales opportunities in HOME in WY.
What are the sales opportunities in OTHER in CONNECTICUT? | The sales opportunities in OTHER in IN. | The sales opportunities in OTHER in CT.
What are the sales opportunities in OTHER in LOUISIANA? | The sales opportunities in OTHER in IL. | The sales opportunities in OTHER in LA.
What are the sales opportunities in MENS in CONNECTICUT? | The sales opportunities in MENS in IN. | The sales opportunities in MENS in CT.
What are the sales opportunities in MENS in NEW HAMPSHIRE? | The sales opportunities in MENS in NJ. | The sales opportunities in MENS in NH.
What are the sales opportunities in MEN in AL? | The sales opportunities in WOMENS in AL. | The sales opportunities in MENS in AL.
What are the sales opportunities in MEN in AZ? | The sales opportunities in WOMENS in AZ. | The sales opportunities in MENS in AZ.
What are the sales opportunities in MEN in CA? | The sales opportunities in WOMENS in CA. | The sales opportunities in MENS in CA.
What are the sales opportunities in MEN in CT? | The sales opportunities in WOMENS in CT. | The sales opportunities in MENS in CT.
What are the sales opportunities in MEN in GA? | The sales opportunities in WOMENS in GA. | The sales opportunities in MENS in GA.
What are the sales opportunities in MEN in IL? | The sales opportunities in WOMENS in IL. | The sales opportunities in MENS in IL.
What are the sales opportunities in MEN in IN? | The sales opportunities in WOMENS in IN. | The sales opportunities in MENS in IN.
What are the sales opportunities in MEN in LA? | The sales opportunities in WOMENS in LA. | The sales opportunities in MENS in LA.
What are the sales opportunities in MEN in MI? | The sales opportunities in WOMENS in MI. | The sales opportunities in MENS in MI.
What are the sales opportunities in MEN in NH? | The sales opportunities in WOMENS in NH. | The sales opportunities in MENS in NH.
What are the sales opportunities in MEN in NJ? | The sales opportunities in WOMENS in NJ. | The sales opportunities in MENS in NJ.
What are the sales opportunities in MEN in OR? | The sales opportunities in WOMENS in OR. | The sales opportunities in MENS in OR.
What are the sales opportunities in MEN in PA? | The sales opportunities in WOMENS in PA. | The sales opportunities in MENS in PA.
What are the sales opportunities in MEN in TN? | The sales opportunities in WOMENS in TN. | The sales opportunities in MENS in TN.
What are the sales opportunities in MEN in TX? | The sales opportunities in WOMENS in TX. | The sales opportunities in MENS in TX.
What are the sales opportunities in MEN in WA? | The sales opportunities in WOMENS in WA. | The sales opportunities in MENS in WA.
What are the sales opportunities in MEN in WV? | The sales opportunities in WOMENS in WV. | The sales opportunities in MENS in WV.
What are the sales opportunities in MEN in WY? | The sales opportunities in WOMENS in WY. | The sales opportunities in MENS in WY.
What are the sales opportunities in MEN in ALABAMA? | The sales opportunities in WOMENS in AL. | The sales opportunities in MENS in AL.
What are the sales opportunities in MEN in ARIZONA? | The sales opportunities in WOMENS in AZ. | The sales opportunities in MENS in AZ.
What are the sales opportunities in MEN in CALIFORNIA? | The sales opportunities in WOMENS in CA. | The sales opportunities in MENS in CA.
What are the sales opportunities in MEN in CONNECTICUT? | The sales opportunities in WOMENS in MI. | The sales opportunities in MENS in CT.
What are the sales opportunities in MEN in GEORGIA? | The sales opportunities in WOMENS in GA. | The sales opportunities in MENS in GA.
What are the sales opportunities in MEN in ILLINOIS? | The sales opportunities in WOMENS in IL. | The sales opportunities in MENS in IL.
What are the sales opportunities in MEN in INDIANA? | The sales opportunities in WOMENS in MI. | The sales opportunities in MENS in IN.
What are the sales opportunities in MEN in LOUISIANA? | The sales opportunities in WOMENS in IL. | The sales opportunities in MENS in LA.
What are the sales opportunities in MEN in MICHIGAN? | The sales opportunities in WOMENS in MI. | The sales opportunities in MENS in MI.
What are the sales opportunities in MEN in NEW HAMPSHIRE? | The sales opportunities in WOMENS in NH. | The sales opportunities in MENS in NH.
What are the sales opportunities in MEN in NEW JERSEY? | The sales opportunities in WOMENS in NJ. | The sales opportunities in MENS in NJ.
What are the sales opportunities in MEN in OREGON? | The sales opportunities in WOMENS in OR. | The sales opportunities in MENS in OR.
What are the sales opportunities in MEN in PENNSYLVANIA? | The sales opportunities in WOMENS in PA. | The sales opportunities in MENS in PA.
What are the sales opportunities in MEN in TENNESSEE? | The sales opportunities in WOMENS in TN. | The sales opportunities in MENS in TN.
What are the sales opportunities in MEN in TEXAS? | The sales opportunities in WOMENS in TX. | The sales opportunities in MENS in TX.
What are the sales opportunities in MEN in WASHINGTON? | The sales opportunities in WOMENS in WA. | The sales opportunities in MENS in WA.
What are the sales opportunities in MEN in WEST VIRGINIA? | The sales opportunities in WOMENS in WV. | The sales opportunities in MENS in WV.
What are the sales opportunities in MEN in WYOMING? | The sales opportunities in WOMENS in WY. | The sales opportunities in MENS in WY.
What are the sales opportunities in WOMENS in LOUISIANA? | The sales opportunities in WOMENS in IL. | The sales opportunities in WOMENS in LA.
What are the sales opportunities in WOMEN in CONNECTICUT? | The sales opportunities in WOMENS in IN. | The sales opportunities in WOMENS in CT.
What are the sales opportunities in WOMEN in LOUISIANA? | The sales opportunities in WOMENS in IL. | The sales opportunities in WOMENS in LA.
What are the sales opportunities in JUNIORS in NEW HAMPSHIRE? | The sales opportunities in JUNIORS in NJ. | The sales opportunities in JUNIORS in NH.
What are the sales opportunities in JUNIOR in AL? | The sales opportunities in OTHER in AL. | The sales opportunities in JUNIORS in AL.
What are the sales opportunities in JUNIOR in GA? | The sales opportunities in OTHER in GA. | The sales opportunities in JUNIORS in GA.
What are the sales opportunities in JUNIOR in OR? | The sales opportunities in OTHER in OR. | The sales opportunities in JUNIORS in OR.
What are the sales opportunities in JUNIOR in ALABAMA? | The sales opportunities in OTHER in AL. | The sales opportunities in JUNIORS in AL.
What are the sales opportunities in JUNIOR in ILLINOIS? | The sales opportunities in OTHER in IL. | The sales opportunities in JUNIORS in IL.
What are the sales opportunities in JUNIOR in NEW HAMPSHIRE? | The sales opportunities in JUNIORS in NJ. | The sales opportunities in JUNIORS in NH.
What are the sales opportunities in JUNIOR in OREGON? | The sales opportunities in OTHER in OR. | The sales opportunities in JUNIORS in OR.
What are the sales opportunities in CHILDRENS in CONNECTICUT? | The sales opportunities in CHILDRENS in IN. | The sales opportunities in CHILDRENS in CT.
What are the sales opportunities in CHILDRENS in LOUISIANA? | The sales opportunities in CHILDRENS in IL. | The sales opportunities in CHILDRENS in LA.
What are the sales opportunities in CHILDREN in CONNECTICUT? | The sales opportunities in CHILDRENS in IN. | The sales opportunities in CHILDRENS in CT.
What are the sales opportunities in CHILDREN in LOUISIANA? | The sales opportunities in CHILDRENS in IL. | The sales opportunities in CHILDRENS in LA.
What are the sales opportunities in COSMETICS in CONNECTICUT? | The sales opportunities in COSMETICS in IN. | The sales opportunities in COSMETICS in CT.
What are the sales opportunities in COSMETICS in NEW HAMPSHIRE? | The sales opportunities in COSMETICS in NJ. | The sales opportunities in COSMETICS in NH.
What are the sales opportunities in COSMETIC in CONNECTICUT? | The sales opportunities in COSMETICS in IN. | The sales opportunities in COSMETICS in CT.
What are the sales opportunities in COSMETIC in NEW HAMPSHIRE? | The sales opportunities in COSMETICS in NJ. | The sales opportunities in COSMETICS in NH.
What are the sales opportunities in ACCESSORIES in CONNECTICUT? | The sales opportunities in ACCESSORIES in OR. | The sales opportunities in ACCESSORIES in CT.
What are the sales opportunities in SHOES in LOUISIANA? | The sales opportunities in SHOES in IL. | The sales opportunities in SHOES in LA.
What are the sales opportunities in SHOE in LOUISIANA? | The sales opportunities in SHOES in IL. | The sales opportunities in SHOES in LA.
What are the sales opportunities in SHOE in NEW HAMPSHIRE? | The sales opportunities in SHOES in NJ. | The sales opportunities in SHOES in NH.
What are the sales opportunities in HOME in WYOMING? | The sales opportunities in HOME in WV. | The sales opportunities in HOME in WY.
What are the highest sellers in OTHER in CONNECTICUT?  | The highest sellers in OTHER in OR. | The highest sellers in OTHER in CT.
What are the highest sellers in MENS in CALIFORNIA?  | The highest sellers in WOMENS in CA. | The highest sellers in MENS in CA.
What are the highest sellers in MENS in CONNECTICUT?  | The highest sellers in MENS in IN. | The highest sellers in MENS in CT.
What are the highest sellers in MEN in AL?  | The highest sellers in WOMENS in AL. | The highest sellers in MENS in AL.
What are the highest sellers in MEN in AZ?  | The highest sellers in WOMENS in AZ. | The highest sellers in MENS in AZ.
What are the highest sellers in MEN in CA?  | The highest sellers in WOMENS in CA. | The highest sellers in MENS in CA.
What are the highest sellers in MEN in CT?  | The highest sellers in WOMENS in CT. | The highest sellers in MENS in CT.
What are the highest sellers in MEN in GA?  | The highest sellers in WOMENS in GA. | The highest sellers in MENS in GA.
What are the highest sellers in MEN in IL?  | The highest sellers in WOMENS in IL. | The highest sellers in MENS in IL.
What are the highest sellers in MEN in IN?  | The highest sellers in WOMENS in IN. | The highest sellers in MENS in IN.
What are the highest sellers in MEN in LA?  | The highest sellers in WOMENS in LA. | The highest sellers in MENS in LA.
What are the highest sellers in MEN in MI?  | The highest sellers in WOMENS in MI. | The highest sellers in MENS in MI.
What are the highest sellers in MEN in NH?  | The highest sellers in WOMENS in NH. | The highest sellers in MENS in NH.
What are the highest sellers in MEN in NJ?  | The highest sellers in WOMENS in NJ. | The highest sellers in MENS in NJ.
What are the highest sellers in MEN in OR?  | The highest sellers in WOMENS in OR. | The highest sellers in MENS in OR.
What are the highest sellers in MEN in PA?  | The highest sellers in WOMENS in PA. | The highest sellers in MENS in PA.
What are the highest sellers in MEN in TN?  | The highest sellers in WOMENS in TN. | The highest sellers in MENS in TN.
What are the highest sellers in MEN in TX?  | The highest sellers in WOMENS in TX. | The highest sellers in MENS in TX.
What are the highest sellers in MEN in WA?  | The highest sellers in WOMENS in WA. | The highest sellers in MENS in WA.
What are the highest sellers in MEN in WV?  | The highest sellers in WOMENS in WV. | The highest sellers in MENS in WV.
What are the highest sellers in MEN in WY?  | The highest sellers in WOMENS in WY. | The highest sellers in MENS in WY.
What are the highest sellers in MEN in ALABAMA?  | The highest sellers in WOMENS in AL. | The highest sellers in MENS in AL.
What are the highest sellers in MEN in ARIZONA?  | The highest sellers in WOMENS in AZ. | The highest sellers in MENS in AZ.
What are the highest sellers in MEN in CALIFORNIA?  | The highest sellers in WOMENS in CA. | The highest sellers in MENS in CA.
What are the highest sellers in MEN in CONNECTICUT?  | The highest sellers in MENS in AL. | The highest sellers in MENS in CT.
What are the highest sellers in MEN in GEORGIA?  | The highest sellers in WOMENS in GA. | The highest sellers in MENS in GA.
What are the highest sellers in MEN in ILLINOIS?  | The highest sellers in WOMENS in IL. | The highest sellers in MENS in IL.
What are the highest sellers in MEN in LOUISIANA?  | The highest sellers in WOMENS in LA. | The highest sellers in MENS in LA.
What are the highest sellers in MEN in MICHIGAN?  | The highest sellers in WOMENS in MI. | The highest sellers in MENS in MI.
What are the highest sellers in MEN in NEW HAMPSHIRE?  | The highest sellers in WOMENS in NH. | The highest sellers in MENS in NH.
What are the highest sellers in MEN in NEW JERSEY?  | The highest sellers in WOMENS in NJ. | The highest sellers in MENS in NJ.
What are the highest sellers in MEN in OREGON?  | The highest sellers in WOMENS in OR. | The highest sellers in MENS in OR.
What are the highest sellers in MEN in PENNSYLVANIA?  | The highest sellers in WOMENS in PA. | The highest sellers in MENS in PA.
What are the highest sellers in MEN in TENNESSEE?  | The highest sellers in WOMENS in TN. | The highest sellers in MENS in TN.
What are the highest sellers in MEN in TEXAS?  | The highest sellers in WOMENS in TX. | The highest sellers in MENS in TX.
What are the highest sellers in MEN in WASHINGTON?  | The highest sellers in WOMENS in WA. | The highest sellers in MENS in WA.
What are the highest sellers in MEN in WEST VIRGINIA?  | The highest sellers in WOMENS in WV. | The highest sellers in MENS in WV.
What are the highest sellers in MEN in WYOMING?  | The highest sellers in WOMENS in WY. | The highest sellers in MENS in WY.
What are the highest sellers in WOMENS in CONNECTICUT?  | The highest sellers in WOMENS in IN. | The highest sellers in WOMENS in CT.
What are the highest sellers in WOMEN in CONNECTICUT?  | The highest sellers in WOMENS in IN. | The highest sellers in WOMENS in CT.
What are the highest sellers in JUNIORS in CONNECTICUT?  | The highest sellers in JUNIORS in CA. | The highest sellers in JUNIORS in CT.
What are the highest sellers in CHILDRENS in CONNECTICUT?  | The highest sellers in CHILDRENS in IN. | The highest sellers in CHILDRENS in CT.
What are the highest sellers in CHILDRENS in WYOMING?  | The highest sellers in CHILDRENS in WA. | The highest sellers in CHILDRENS in WY.
What are the highest sellers in CHILDREN in CONNECTICUT?  | The highest sellers in CHILDRENS in IN. | The highest sellers in CHILDRENS in CT.
What are the highest sellers in CHILDREN in WYOMING?  | The highest sellers in CHILDRENS in WA. | The highest sellers in CHILDRENS in WY.
